id,language,sentence,tokenized_sentence,expression,category,indices
130,tr,Defterinden şu karalamaları sil.,"['Defterinden', 'şu', 'karalamaları', 'sil', '.']",defterden silmek,literal,[-1]
131,tr,"Üst kat senin için tehlikeli, oraya çıkma!","['Üst', 'kat', 'senin', 'için', 'tehlikeli', ',', 'oraya', 'çıkma', '!']",üste çıkmak,literal,[-1]
132,tr,Alınacağını bilsem direk üst kata cikardım yanında oturmazdım,"['Alınacağını', 'bilsem', 'direk', 'üst', 'kata', 'cikardım', 'yanında', 'oturmazdım']",üstüne almak,idiomatic,"[3, 0]"
133,tr,Öne sürülen örnek cümlelerin çoğunda istenen çeşitlilik sağlanamadı.,"['Öne', 'sürülen', 'örnek', 'cümlelerin', 'çoğunda', 'istenen', 'çeşitlilik', 'sağlanamadı', '.']",öne sürmek,idiomatic,"[0, 1]"
134,tr,Karşı takımın kalecisi oyundan çıkmak istiyor.,"['Karşı', 'takımın', 'kalecisi', 'oyundan', 'çıkmak', 'istiyor', '.']",karşı çıkmak,literal,[-1]
135,tr,Adımını atarken dikkat etmeyen çocuk taşa takılıp boylu boyunca yere uzandı.,"['Adımını', 'atarken', 'dikkat', 'etmeyen', 'çocuk', 'taşa', 'takılıp', 'boylu', 'boyunca', 'yere', 'uzandı', '.']",adım atmak,literal,[-1]
136,tr,Ablamın başından geçenleri düşündükçe kahroluyorum,"['Ablamın', 'başından', 'geçenleri', 'düşündükçe', 'kahroluyorum']",başa geçmek,literal,[-1]
137,tr,Allah kimseye el açtırmasın,"['Allah', 'kimseye', 'el', 'açtırmasın']",el açmak,idiomatic,"[2, 3]"
138,tr,"Babaannem nazar duası okurken kollarımızı sıvar, sırtımızı ovar bit yandan okur bir yandan da hafif bir masaj yapardı anlayacağın.","['Babaannem', 'nazar', 'duası', 'okurken', 'kollarımızı', 'sıvar', ',', 'sırtımızı', 'ovar', 'bit', 'yandan', 'okur', 'bir', 'yandan', 'da', 'hafif', 'bir', 'masaj', 'yapardı', 'anlayacağın', '.']",kolları sıvamak,literal,[-1]
139,tr,Zaman zaman beni o yoran düşüncelerin kazanmasına izin vermicem,"['Zaman', 'zaman', 'beni', 'o', 'yoran', 'düşüncelerin', 'kazanmasına', 'izin', 'vermicem']",zaman kazanmak,literal,[-1]
140,tr,İşini yapmak yerine internette sürekli video izleyerek zamanını mı öldürüyorsun.,"['İşini', 'yapmak', 'yerine', 'internette', 'sürekli', 'video', 'izleyerek', 'zamanını', 'mı', 'öldürüyorsun', '.']",zaman öldürmek,idiomatic,"[7, 9]"
141,tr,Üste çıkmaya çalışmadan da çözebiliriz bu meseleyi.,"['Üste', 'çıkmaya', 'çalışmadan', 'da', 'çözebiliriz', 'bu', 'meseleyi', '.']",üste çıkmak,idiomatic,"[0, 1]"
142,tr,Ellerini omuz genişliğinde açarak öne eğil ve avuçlarını yere koy.,"['Ellerini', 'omuz', 'genişliğinde', 'açarak', 'öne', 'eğil', 've', 'avuçlarını', 'yere', 'koy', '.']",el koymak,literal,[-1]
143,tr,Elini vicdanına koyan herkes olanlardan kimin sorumlu olduğunu itiraf edecektir.,"['Elini', 'vicdanına', 'koyan', 'herkes', 'olanlardan', 'kimin', 'sorumlu', 'olduğunu', 'itiraf', 'edecektir', '.']",el koymak,literal,[-1]
144,tr,Eğitim sistemine karşı mı çıkıyor?,"['Eğitim', 'sistemine', 'karşı', 'mı', 'çıkıyor', '?']",karşı çıkmak,idiomatic,"[2, 4]"
145,tr,Kadına şiddet konusuna ağırlık vermeniz farkındalığın artmasına sebep oldu,"['Kadına', 'şiddet', 'konusuna', 'ağırlık', 'vermeniz', 'farkındalığın', 'artmasına', 'sebep', 'oldu']",ağırlık vermek,idiomatic,"[3, 4]"
146,tr,Elinde tuttuğu gülün açılmasını hayretle izliyordu.,"['Elinde', 'tuttuğu', 'gülün', 'açılmasını', 'hayretle', 'izliyordu', '.']",el açmak,literal,[-1]
147,tr,Oğlumun ilk adım atışını görememek bir ömür boyu içimde ukte kalacak.,"['Oğlumun', 'ilk', 'adım', 'atışını', 'görememek', 'bir', 'ömür', 'boyu', 'içimde', 'ukte', 'kalacak', '.']",adım atmak,literal,[-1]
148,tr,Bu hafta Ankara’da bir yer alacağız.,"['Bu', 'hafta', 'Ankara', '’', 'da', 'bir', 'yer', 'alacağız', '.']",yer almak,literal,[-1]
149,tr,Geç vakitte apar topar evden çıkmak isterken karşı dairedeki köpekle burun buruna geldi,"['Geç', 'vakitte', 'apar', 'topar', 'evden', 'çıkmak', 'isterken', 'karşı', 'dairedeki', 'köpekle', 'burun', 'buruna', 'geldi']",karşı çıkmak,literal,[-1]
150,tr,İzmir'e vardığımız zaman kazanmak için ne gerekiyorsa yapalım.,"['İzmir', ""'"", 'e', 'vardığımız', 'zaman', 'kazanmak', 'için', 'ne', 'gerekiyorsa', 'yapalım', '.']",zaman kazanmak,literal,[-1]
151,tr,Küsen işçi vincin tepesine çıkıp karşıdaki dağları izlemeye başladı.,"['Küsen', 'işçi', 'vincin', 'tepesine', 'çıkıp', 'karşıdaki', 'dağları', 'izlemeye', 'başladı', '.']",karşı çıkmak,literal,[-1]
152,tr,Kazan zamanında çok kullanılmış.,"['Kazan', 'zamanında', 'çok', 'kullanılmış', '.']",zaman kazanmak,literal,[-1]
153,tr,Normalde çok sessizdir nasıl oldu da böyle sayıp döktü.,"['Normalde', 'çok', 'sessizdir', 'nasıl', 'oldu', 'da', 'böyle', 'sayıp', 'döktü', '.']",sayıp dökmek,idiomatic,"[7, 8]"
154,tr,"Bugün ayvayı ben yedim, bakalım yarın kime patlayacak bu olay.","['Bugün', 'ayvayı', 'ben', 'yedim', ',', 'bakalım', 'yarın', 'kime', 'patlayacak', 'bu', 'olay', '.']",ayvayı yemek,idiomatic,"[1, 3]"
155,tr,Bugün yirmi bin adım atmışım.,"['Bugün', 'yirmi', 'bin', 'adım', 'atmışım', '.']",adım atmak,literal,[-1]
156,tr,Hepsini hesap verme korkusu sardı.,"['Hepsini', 'hesap', 'verme', 'korkusu', 'sardı', '.']",hesap vermek,idiomatic,"[1, 2]"
157,tr,Öğrencilerin oyun hamuruyla ortaya koyduğu küçük şekiller çok sirindi.,"['Öğrencilerin', 'oyun', 'hamuruyla', 'ortaya', 'koyduğu', 'küçük', 'şekiller', 'çok', 'sirindi', '.']",ortaya koymak,idiomatic,"[3, 4]"
158,tr,Sınavda hangi konulara ağırlık vereceksiniz?,"['Sınavda', 'hangi', 'konulara', 'ağırlık', 'vereceksiniz', '?']",ağırlık vermek,idiomatic,"[3, 4]"
159,tr,"Sıkı dur, şut çekeceğim.","['Sıkı', 'dur', ',', 'şut', 'çekeceğim', '.']",sıkı durmak,literal,[-1]
160,tr,Konuyu her türlü ele aldıktan sonra ancak anlayabildim.,"['Konuyu', 'her', 'türlü', 'ele', 'aldıktan', 'sonra', 'ancak', 'anlayabildim', '.']",ele almak,idiomatic,"[3, 4]"
161,tr,Bazı zaman yönetimi tavsiyelerine uyarak günde 1 saat fazladan kazanabilirsiniz.,"['Bazı', 'zaman', 'yönetimi', 'tavsiyelerine', 'uyarak', 'günde', '1', 'saat', 'fazladan', 'kazanabilirsiniz', '.']",zaman kazanmak,literal,[-1]
162,tr,"spor salonunda cıkmak bilmedi bu yaz, vücudu çok sıkı duruyor","['spor', 'salonunda', 'cıkmak', 'bilmedi', 'bu', 'yaz', ',', 'vücudu', 'çok', 'sıkı', 'duruyor']",sıkı durmak,literal,[-1]
163,tr,Bu evden çıkan kiracı karşı daireye taşınmış,"['Bu', 'evden', 'çıkan', 'kiracı', 'karşı', 'daireye', 'taşınmış']",karşı çıkmak,literal,[-1]
164,tr,Sen kime karşı çıkıyorsun farkında mısınız?,"['Sen', 'kime', 'karşı', 'çıkıyorsun', 'farkında', 'mısınız', '?']",karşı çıkmak,idiomatic,"[2, 3]"
165,tr,Ailem onlara el açan her insana karşılıksız yardım eder.,"['Ailem', 'onlara', 'el', 'açan', 'her', 'insana', 'karşılıksız', 'yardım', 'eder', '.']",el açmak,idiomatic,"[2, 3]"
166,tr,Aldığı kitabın üstüne çay dökülmüştü,"['Aldığı', 'kitabın', 'üstüne', 'çay', 'dökülmüştü']",üstüne almak,literal,[-1]
167,tr,"Sıkı fıkı olmadığım insanlar beni instagram çekilişlerine etiketleyip duruyor, çıldıracağım.","['Sıkı', 'fıkı', 'olmadığım', 'insanlar', 'beni', 'instagram', 'çekilişlerine', 'etiketleyip', 'duruyor', ',', 'çıldıracağım', '.']",sıkı durmak,literal,[-1]
168,tr,Adım atacak yer yoktu.,"['Adım', 'atacak', 'yer', 'yoktu', '.']",adım atmak,literal,[-1]
169,tr,ortaya koyduğu başarılar çok önemli,"['ortaya', 'koyduğu', 'başarılar', 'çok', 'önemli']",ortaya koymak,idiomatic,"[0, 1]"
170,tr,Zaman satın alınamaz zaman kazanılır,"['Zaman', 'satın', 'alınamaz', 'zaman', 'kazanılır']",zaman kazanmak,idiomatic,"[3, 4]"
171,tr,İşten çıkan kasiyerin karşı dükkanda işe girdiğini biliyor muydunuz?,"['İşten', 'çıkan', 'kasiyerin', 'karşı', 'dükkanda', 'işe', 'girdiğini', 'biliyor', 'muydunuz', '?']",karşı çıkmak,literal,[-1]
172,tr,Yarışmacılardan ellerini masaya koymaları istendi.,"['Yarışmacılardan', 'ellerini', 'masaya', 'koymaları', 'istendi', '.']",el koymak,literal,[-1]
173,tr,Çabuk çabuk önüne önüne sür taksiyi.,"['Çabuk', 'çabuk', 'önüne', 'önüne', 'sür', 'taksiyi', '.']",öne sürmek,literal,[-1]
174,tr,Her kim zaman kazanmak adına bu hareketlerde bulunuyorsa bunu başaramayacak.,"['Her', 'kim', 'zaman', 'kazanmak', 'adına', 'bu', 'hareketlerde', 'bulunuyorsa', 'bunu', 'başaramayacak', '.']",zaman kazanmak,idiomatic,"[2, 3]"
175,tr,Matematik üzerinde çok durmuyorsun,"['Matematik', 'üzerinde', 'çok', 'durmuyorsun']",üzerinde durmak,idiomatic,"[1, 3]"
176,tr,Vadesiz hesap açarken karşılaştığım sorunla ilgili müşteri temsilcisine bilgi verdim.,"['Vadesiz', 'hesap', 'açarken', 'karşılaştığım', 'sorunla', 'ilgili', 'müşteri', 'temsilcisine', 'bilgi', 'verdim', '.']",hesap vermek,literal,[-1]
177,tr,Basamak yapacağınız başka insan mı kalmadı?,"['Basamak', 'yapacağınız', 'başka', 'insan', 'mı', 'kalmadı', '?']",basamak yapmak,idiomatic,"[0, 1]"
178,tr,defterden bir tek  iyi gün dostları silinmez.,"['defterden', 'bir', 'tek', 'iyi', 'gün', 'dostları', 'silinmez', '.']",defterden silmek,idiomatic,"[0, 6]"
179,tr,"Hadi gel, ekmek kuyruğunun başına geçelim","['Hadi', 'gel', ',', 'ekmek', 'kuyruğunun', 'başına', 'geçelim']",başa geçmek,literal,[-1]
180,tr,Elini aç ve başının üzerine doğru kaldır.,"['Elini', 'aç', 've', 'başının', 'üzerine', 'doğru', 'kaldır', '.']",el açmak,literal,[-1]
181,tr,Hesap verdi ona,"['Hesap', 'verdi', 'ona']",hesap vermek,idiomatic,"[0, 1]"
182,tr,Karşıma çıkarsan seni lime lime ederim!,"['Karşıma', 'çıkarsan', 'seni', 'lime', 'lime', 'ederim', '!']",karşı çıkmak,literal,[-1]
183,tr,Bütüm kolaylıklar karşısında sıkı durmasına gerek yoktu.,"['Bütüm', 'kolaylıklar', 'karşısında', 'sıkı', 'durmasına', 'gerek', 'yoktu', '.']",sıkı durmak,idiomatic,"[3, 4]"
184,tr,Sorunlara karşı sıkı durmak onun karakterinde var,"['Sorunlara', 'karşı', 'sıkı', 'durmak', 'onun', 'karakterinde', 'var']",sıkı durmak,idiomatic,"[2, 3]"
185,tr,Türk geleneklerinde gelin kına gecesinde elini açıp kına yaktırır.,"['Türk', 'geleneklerinde', 'gelin', 'kına', 'gecesinde', 'elini', 'açıp', 'kına', 'yaktırır', '.']",el açmak,literal,[-1]
186,tr,"Ben sana bu mevzu kapansın artık derken, sen her toplantıda altını neden çizmeye devam ediyorsun?","['Ben', 'sana', 'bu', 'mevzu', 'kapansın', 'artık', 'derken', ',', 'sen', 'her', 'toplantıda', 'altını', 'neden', 'çizmeye', 'devam', 'ediyorsun', '?']",altını çizmek,idiomatic,"[11, 13]"
187,tr,bir daha karşıma çıkma sakın,"['bir', 'daha', 'karşıma', 'çıkma', 'sakın']",karşı çıkmak,literal,[-1]
188,tr,Birbirinizi bu iş için basamak yapmanıza gerek yok.,"['Birbirinizi', 'bu', 'iş', 'için', 'basamak', 'yapmanıza', 'gerek', 'yok', '.']",basamak yapmak,idiomatic,"[4, 5]"
189,tr,Stoktaki ürünleri saymaktan yoruldum hadi bir çay dök içelim,"['Stoktaki', 'ürünleri', 'saymaktan', 'yoruldum', 'hadi', 'bir', 'çay', 'dök', 'içelim']",sayıp dökmek,literal,[-1]
190,tr,Zaman bizi gün geçtikçe öldürüyor,"['Zaman', 'bizi', 'gün', 'geçtikçe', 'öldürüyor']",zaman öldürmek,idiomatic,"[0, 4]"
191,tr,Bebeklerin parmak izi değil ayak izi bir kağıda basılarak saklanır,"['Bebeklerin', 'parmak', 'izi', 'değil', 'ayak', 'izi', 'bir', 'kağıda', 'basılarak', 'saklanır']",parmak basmak,literal,[-1]
192,tr,imza atmayı bilmediği için noterde parmak bastı,"['imza', 'atmayı', 'bilmediği', 'için', 'noterde', 'parmak', 'bastı']",parmak basmak,literal,[-1]
193,tr,Ustam şu girişten bir iki basamak yapsak da alttaki boşluğu kapatsak nasıl olur?,"['Ustam', 'şu', 'girişten', 'bir', 'iki', 'basamak', 'yapsak', 'da', 'alttaki', 'boşluğu', 'kapatsak', 'nasıl', 'olur', '?']",basamak yapmak,literal,[-1]
194,tr,"Sıkı durmana gerek yok, kazandık.","['Sıkı', 'durmana', 'gerek', 'yok', ',', 'kazandık', '.']",sıkı durmak,idiomatic,"[0, 1]"
195,tr,Bugün korkusuzca bastığın bu topraklarda atalarımızın parmak izleri var,"['Bugün', 'korkusuzca', 'bastığın', 'bu', 'topraklarda', 'atalarımızın', 'parmak', 'izleri', 'var']",parmak basmak,literal,[-1]
196,tr,Hadi çocuklar tepsiye döktüğümüz fasülyeleri sayalım!,"['Hadi', 'çocuklar', 'tepsiye', 'döktüğümüz', 'fasülyeleri', 'sayalım', '!']",sayıp dökmek,literal,[-1]
197,tr,Sırada yerini alan adama kötü bir bakış attı.,"['Sırada', 'yerini', 'alan', 'adama', 'kötü', 'bir', 'bakış', 'attı', '.']",yer almak,literal,[-1]
198,tr,"At, huysuzlanıp beni üstünden attı.","['At', ',', 'huysuzlanıp', 'beni', 'üstünden', 'attı', '.']",üstünden atmak,literal,[-1]
199,tr,Yemeklerin hesabını kasaya vereceksiniz,"['Yemeklerin', 'hesabını', 'kasaya', 'vereceksiniz']",hesap vermek,literal,[-1]
200,tr,Karşı çıkmadan önce bir dur düşün!,"['Karşı', 'çıkmadan', 'önce', 'bir', 'dur', 'düşün', '!']",karşı çıkmak,idiomatic,"[0, 1]"
201,tr,"Zaten bütün koreografi ona ait, rol de mi oynayacakmış?","['Zaten', 'bütün', 'koreografi', 'ona', 'ait', ',', 'rol', 'de', 'mi', 'oynayacakmış', '?']",rol oynamak,literal,[-1]
202,tr,"Elini taşa koyduktan biraz sonra, bu işaretli taşın sağ tarafında, duvardaki taşlar önce geriye sonra sağa doğru çekildi.","['Elini', 'taşa', 'koyduktan', 'biraz', 'sonra', ',', 'bu', 'işaretli', 'taşın', 'sağ', 'tarafında', ',', 'duvardaki', 'taşlar', 'önce', 'geriye', 'sonra', 'sağa', 'doğru', 'çekildi', '.']",el koymak,literal,[-1]
203,tr,Hesap bilgilerini çalarak üçüncü şahıslara verenlere ne demeli?,"['Hesap', 'bilgilerini', 'çalarak', 'üçüncü', 'şahıslara', 'verenlere', 'ne', 'demeli', '?']",hesap vermek,literal,[-1]
204,tr,Hesabını veremediğin suçları işleme!,"['Hesabını', 'veremediğin', 'suçları', 'işleme', '!']",hesap vermek,idiomatic,"[0, 1]"
205,tr,o görmeden deftere aldığım dipnotları silmeliyim,"['o', 'görmeden', 'deftere', 'aldığım', 'dipnotları', 'silmeliyim']",defterden silmek,literal,[-1]
206,tr,Bu kadar fazla efor ortaya koymasaydın bu iş olmazdı.,"['Bu', 'kadar', 'fazla', 'efor', 'ortaya', 'koymasaydın', 'bu', 'iş', 'olmazdı', '.']",ortaya koymak,idiomatic,"[4, 5]"
207,tr,Okullarımız TÜBİTAK Marmara Bölge Finalinde Yerlerini Aldılar.,"['Okullarımız', 'TÜBİTAK', 'Marmara', 'Bölge', 'Finalinde', 'Yerlerini', 'Aldılar', '.']",yer almak,idiomatic,"[5, 6]"
208,tr,Zaman kazanmak için bu yaptığın hilebazlığı hiç tasvip etmiyorum,"['Zaman', 'kazanmak', 'için', 'bu', 'yaptığın', 'hilebazlığı', 'hiç', 'tasvip', 'etmiyorum']",zaman kazanmak,idiomatic,"[0, 1]"
209,tr,"sıkı dur, yarın geliyorum","['sıkı', 'dur', ',', 'yarın', 'geliyorum']",sıkı durmak,literal,[-1]
210,tr,Sayıp dökmeler aracılığıyla temel duygu ya da düşünce daha etkili biçimde söylenmiş olur.,"['Sayıp', 'dökmeler', 'aracılığıyla', 'temel', 'duygu', 'ya', 'da', 'düşünce', 'daha', 'etkili', 'biçimde', 'söylenmiş', 'olur', '.']",sayıp dökmek,idiomatic,"[0, 1]"
211,tr,"O saçındaki toka çok sıkı duruyor, acıtmıyor mu?","['O', 'saçındaki', 'toka', 'çok', 'sıkı', 'duruyor', ',', 'acıtmıyor', 'mu', '?']",sıkı durmak,literal,[-1]
212,tr,Ablam çok sıkı duran birisi,"['Ablam', 'çok', 'sıkı', 'duran', 'birisi']",sıkı durmak,idiomatic,"[2, 3]"
213,tr,Beynimi zonklatan şu baş ağrısı geçmeli artık.,"['Beynimi', 'zonklatan', 'şu', 'baş', 'ağrısı', 'geçmeli', 'artık', '.']",başa geçmek,literal,[-1]
214,tr,Hiç agresif değil ama bir anda sayıp dökmeye başlayabilir.,"['Hiç', 'agresif', 'değil', 'ama', 'bir', 'anda', 'sayıp', 'dökmeye', 'başlayabilir', '.']",sayıp dökmek,idiomatic,"[6, 7]"
215,tr,Online işimi zamanında teslim etmediğim için para kazanamadım.,"['Online', 'işimi', 'zamanında', 'teslim', 'etmediğim', 'için', 'para', 'kazanamadım', '.']",zaman kazanmak,literal,[-1]
216,tr,"Konunun başını pek anlamadım, üzerinden birdaha geçelim","['Konunun', 'başını', 'pek', 'anlamadım', ',', 'üzerinden', 'birdaha', 'geçelim']",başa geçmek,literal,[-1]
217,tr,Karşıdaki manzara resmine bakıp da dağa çıkmak istemeyen yoktur.,"['Karşıdaki', 'manzara', 'resmine', 'bakıp', 'da', 'dağa', 'çıkmak', 'istemeyen', 'yoktur', '.']",karşı çıkmak,literal,[-1]
218,tr,Bugün ortaya koyulan hiçbir işten memnun değilim.,"['Bugün', 'ortaya', 'koyulan', 'hiçbir', 'işten', 'memnun', 'değilim', '.']",ortaya koymak,idiomatic,"[1, 2]"
219,tr,Elimizi açtığımız o çaresiz günü unutmam mümkün degil.,"['Elimizi', 'açtığımız', 'o', 'çaresiz', 'günü', 'unutmam', 'mümkün', 'degil', '.']",el açmak,idiomatic,"[0, 1]"
220,tr,Proje toplantısında söylenenlere en çok ben karşı çıktım,"['Proje', 'toplantısında', 'söylenenlere', 'en', 'çok', 'ben', 'karşı', 'çıktım']",karşı çıkmak,idiomatic,"[6, 7]"
221,tr,Çumra'da spor için kollar sıvandı.,"[""Çumra'da"", 'spor', 'için', 'kollar', 'sıvandı', '.']",kolları sıvamak,idiomatic,"[3, 4]"
222,tr,Sıkı durmayı severim.,"['Sıkı', 'durmayı', 'severim', '.']",sıkı durmak,idiomatic,"[0, 1]"
223,tr,Sıralamada yine en başa ben geçtim.,"['Sıralamada', 'yine', 'en', 'başa', 'ben', 'geçtim', '.']",başa geçmek,idiomatic,"[3, 5]"
224,tr,Altını çizmek demek illaki önemli bir konu olduğunu gösterir.,"['Altını', 'çizmek', 'demek', 'illaki', 'önemli', 'bir', 'konu', 'olduğunu', 'gösterir', '.']",altını çizmek,idiomatic,"[0, 1]"
225,tr,Annesi rahat çıkabilsin diye yeni basamak yaptı.,"['Annesi', 'rahat', 'çıkabilsin', 'diye', 'yeni', 'basamak', 'yaptı', '.']",basamak yapmak,literal,[-1]
226,tr,Öğünlerim arasında en çok ağırlığı kahvaltıya veriyorum.,"['Öğünlerim', 'arasında', 'en', 'çok', 'ağırlığı', 'kahvaltıya', 'veriyorum', '.']",ağırlık vermek,idiomatic,"[4, 6]"
227,tr,Bu el mi açmış koca demir kapıyı?,"['Bu', 'el', 'mi', 'açmış', 'koca', 'demir', 'kapıyı', '?']",el açmak,literal,[-1]
228,tr,Kavgadan sonra herkes birbirini defterden sildi.,"['Kavgadan', 'sonra', 'herkes', 'birbirini', 'defterden', 'sildi', '.']",defterden silmek,idiomatic,"[4, 5]"
229,tr,"Kendi hesabıyla giriş yapıp, örnekler vermek istiyor","['Kendi', 'hesabıyla', 'giriş', 'yapıp', ',', 'örnekler', 'vermek', 'istiyor']",hesap vermek,literal,[-1]
230,tr,Bugün haberlerde projemize yer verildi.,"['Bugün', 'haberlerde', 'projemize', 'yer', 'verildi', '.']",yer vermek,idiomatic,"[3, 4]"
231,tr,Karşıma çıkma ezerim,"['Karşıma', 'çıkma', 'ezerim']",karşı çıkmak,idiomatic,"[0, 1]"
232,tr,Üniversitenin 2. döneminde birden verilen ödev sayısını görünce ayvayı yedi.,"['Üniversitenin', '2.', 'döneminde', 'birden', 'verilen', 'ödev', 'sayısını', 'görünce', 'ayvayı', 'yedi', '.']",ayvayı yemek,idiomatic,"[8, 9]"
233,tr,Yine üstünden mi attı!,"['Yine', 'üstünden', 'mi', 'attı', '!']",üstünden atmak,idiomatic,"[1, 3]"
234,tr,Arda Turan'a ilk 11'de yer verilmedi.,"['Arda', 'Turan', ""'"", 'a', 'ilk', ""11'de"", 'yer', 'verilmedi', '.']",yer vermek,literal,[-1]
235,tr,Sıkı durmak gibi bir kaidemiz yoktur.,"['Sıkı', 'durmak', 'gibi', 'bir', 'kaidemiz', 'yoktur', '.']",sıkı durmak,idiomatic,"[0, 1]"
236,tr,"Sınavda kaç soru var diye sayarken, bir yandan da hiznimden sözcükler dökülüyordu.","['Sınavda', 'kaç', 'soru', 'var', 'diye', 'sayarken', ',', 'bir', 'yandan', 'da', 'hiznimden', 'sözcükler', 'dökülüyordu', '.']",sayıp dökmek,literal,[-1]
237,tr,Verdiğimiz hesabı yarın gönderin ödeyelim.,"['Verdiğimiz', 'hesabı', 'yarın', 'gönderin', 'ödeyelim', '.']",hesap vermek,literal,[-1]
238,tr,Evin karşısındaki deniz dururken havuzdan çıkmamana anlam veremiyorum.,"['Evin', 'karşısındaki', 'deniz', 'dururken', 'havuzdan', 'çıkmamana', 'anlam', 'veremiyorum', '.']",karşı çıkmak,literal,[-1]
239,tr,Ben her zaman sıkı dururum,"['Ben', 'her', 'zaman', 'sıkı', 'dururum']",sıkı durmak,idiomatic,"[3, 4]"
240,tr,Gençliğinde zamanını öldürmeseydi şuan bu durumda olmazdı.,"['Gençliğinde', 'zamanını', 'öldürmeseydi', 'şuan', 'bu', 'durumda', 'olmazdı', '.']",zaman öldürmek,idiomatic,"[1, 2]"
241,tr,Bugün farklı bir konuyu ele alacağınız.,"['Bugün', 'farklı', 'bir', 'konuyu', 'ele', 'alacağınız', '.']",ele almak,idiomatic,"[4, 5]"
242,tr,Maliye Bakanlığı’nın başına kim geçecekmiş duydun mu?,"['Maliye', 'Bakanlığı', '’', 'nın', 'başına', 'kim', 'geçecekmiş', 'duydun', 'mu', '?']",başa geçmek,idiomatic,"[4, 6]"
